id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
23117,Beus,annulus,12.597,3684.0,,5.6,15.2,2134.0,2.8
23118,Thompson,tube,18.0,5361.0,-0.068,10.0,10.0,680.588,5.1
23119,Thompson,tube,13.79,1492.0,,3.6,3.6,76.0,3.2
23120,Thompson,tube,3.9,3797.0,0.1078,10.8,10.8,432.0,4.6
23121,Thompson,tube,6.89,3757.0,-0.0338,10.3,10.3,680.588,4.9
23122,Kossolapov,plate,0.1,912.0,-0.0385,15.0,120.0,10.0,3.3
23123,Richenderfer,plate,0.2,2000.0,-0.0218,15.0,120.0,10.0,3.8
23124,Thompson,tube,13.79,1465.0,0.0135,7.8,7.8,591.0,2.6
23125,Janssen,annulus,6.89,749.0,,10.929,38.1,1740.109,2.8
23126,Thompson,tube,10.26,6035.0,,10.3,9.218,762.0,6.8
23127,Thompson,tube,6.89,4069.0,,11.5,11.5,680.588,2.5
23128,Thompson,tube,13.79,2278.0,0.0175,7.8,7.8,591.0,2.1
23129,Thompson,tube,10.26,4069.0,0.0611,4.6,4.6,295.0,2.5
23130,Thompson,tube,10.26,2740.0,0.1274,4.7,4.7,318.0,1.7
23131,Thompson,tube,13.79,821.0,0.0381,7.8,7.8,591.0,2.3
23132,Williams,tube,11.03,4059.0,0.097,9.5,9.5,1836.0,2.3
23133,Williams,tube,15.17,2740.0,,9.5,9.5,1836.0,1.6
23134,Thompson,tube,6.86,1899.0,0.0904,10.8,9.218,432.0,3.7
23135,Thompson,tube,13.79,1063.0,,4.7,4.7,318.0,3.0
23136,Thompson,tube,13.79,1980.0,,9.218,4.7,318.0,3.8
23137,Weatherhead,tube,13.79,2550.0,0.0628,9.127,7.7,457.0,2.2
23138,Weatherhead,tube,13.79,1356.0,,7.7,7.7,457.0,1.5
23139,Thompson,tube,13.79,6144.0,-0.0123,4.7,4.7,318.0,4.1
23140,Thompson,tube,10.26,1682.0,,7.8,9.218,680.588,2.2
23141,Thompson,tube,6.89,2319.0,0.1086,12.8,9.218,1930.0,1.6
23142,Thompson,tube,12.07,3201.0,0.0062,1.9,1.9,152.0,4.1
23143,Janssen,annulus,5.54,1519.0,0.1356,12.7,42.3,1740.109,2.2
23144,Beus,annulus,15.51,2310.25,0.1326,5.6,15.2,2134.0,1.7
23145,Thompson,tube,13.79,3315.69,,9.218,4.6,295.0,3.6
23146,Thompson,tube,17.24,2197.0,-0.0296,1.9,1.9,152.0,4.3
23147,Janssen,annulus,9.68,1519.0,0.0145,12.7,34.52,1740.109,3.3
23148,Thompson,tube,10.26,852.0,-0.2834,3.0,9.218,680.588,1.0
23149,Thompson,tube,13.79,1356.0,0.0102,7.7,7.7,680.588,5.9
23150,Thompson,tube,10.26,1351.0,0.1293,7.8,7.8,591.0,2.2
23151,Janssen,annulus,6.91,2078.0,0.0886,12.7,38.1,737.0,2.2
23152,Thompson,tube,10.26,4787.0,0.0657,9.218,4.6,318.0,6.6
23153,Thompson,tube,6.89,6062.0,-0.0677,10.3,10.3,762.0,5.5
23154,Thompson,tube,13.79,3052.0,0.0334,7.8,7.8,591.0,2.7
23155,Thompson,tube,3.86,4136.0,0.1383,10.8,10.8,432.0,3.5
23156,Janssen,annulus,6.89,1519.0,0.1352,8.5,22.3,2591.0,3.3
23157,Thompson,tube,6.76,3201.0,0.1129,4.6,4.6,229.0,5.7
23158,Beus,annulus,11.03,1333.0,0.1233,5.6,15.2,2134.0,1.0
23159,Thompson,tube,8.96,3315.69,,11.5,11.5,1524.0,2.7
23160,Thompson,tube,3.86,4055.0,0.1407,10.8,10.8,864.0,4.5
23161,Thompson,tube,6.89,3987.0,0.0491,10.3,10.3,762.0,3.8
23162,Thompson,tube,6.93,4056.0,,10.8,9.218,1727.0,2.7
23163,Thompson,tube,13.79,1351.0,-0.1341,7.7,7.7,457.0,3.6
23164,Janssen,annulus,6.89,2278.0,0.1145,12.7,42.3,1778.0,2.9
23165,Thompson,tube,13.79,5791.0,,4.7,4.7,318.0,5.0
23166,Beus,annulus,12.597,1354.0,,5.6,15.2,2134.0,2.8
23167,Richenderfer,plate,0.455,1500.0,-0.0193,15.0,120.0,10.0,6.5
23168,Thompson,tube,17.24,2889.0,,1.9,1.9,696.0,2.8
23169,Beus,annulus,12.597,2729.0,,5.6,15.2,2134.0,1.5
23170,Weatherhead,tube,13.79,1434.78,0.0088,11.1,11.1,457.0,1.8
23171,Thompson,tube,13.79,3315.69,,4.7,4.7,318.0,2.9
23172,Janssen,annulus,9.71,5533.0,-0.0404,12.7,38.1,914.0,4.3
23173,Weatherhead,tube,13.79,1434.78,0.0808,7.7,7.7,457.0,2.9
23174,Janssen,annulus,7.0,5615.0,-0.1381,6.4,15.9,914.0,5.3
23175,Thompson,tube,13.79,7391.0,0.0374,4.7,4.7,318.0,2.6
23176,Thompson,tube,10.26,7975.0,-0.137,4.7,4.7,318.0,4.0
23177,Peskov,tube,10.0,1000.0,-0.1121,10.0,10.0,565.0,3.6
23178,Weatherhead,tube,13.79,925.0,,7.7,7.7,457.0,1.6
23179,Thompson,tube,13.79,3797.0,,1.9,1.9,696.0,3.8
23180,Thompson,tube,17.24,3621.0,,1.9,1.9,696.0,3.6
23181,Thompson,tube,13.79,2319.0,0.1295,7.8,9.218,591.0,2.5
23182,Thompson,tube,6.89,3315.69,-0.0297,9.218,10.3,762.0,5.0
23183,Thompson,tube,11.1,2034.0,0.0598,11.5,11.5,1524.0,3.2
23184,Beus,annulus,15.51,3665.0,,5.6,15.2,2134.0,2.2
23185,Thompson,tube,12.07,4042.0,,1.9,9.218,152.0,4.9
23186,Thompson,tube,13.79,3315.69,-0.141,4.7,4.7,318.0,5.5
23187,Weatherhead,tube,13.79,2007.0,0.1786,7.7,7.7,457.0,1.8
23188,Weatherhead,tube,13.79,1953.0,,11.1,11.1,457.0,2.2
23189,Thompson,tube,10.34,4842.0,,10.3,10.3,762.0,9.3
23190,Thompson,tube,12.07,3689.0,,1.9,1.9,152.0,4.7
23191,Peskov,tube,14.0,1682.0,0.0323,10.0,10.0,890.0,2.3
23192,Williams,tube,8.27,2699.0,0.0482,9.5,9.5,1836.0,4.0
23193,Janssen,annulus,6.89,833.0,0.0087,10.929,38.1,737.0,3.2
23194,Thompson,tube,10.26,4056.0,0.0486,10.8,10.8,864.0,2.4
23195,Williams,tube,11.03,4056.0,0.0854,9.5,9.5,1836.0,4.6
23196,Thompson,tube,13.79,1370.0,,7.7,7.7,457.0,4.5
23197,Thompson,tube,13.79,5289.0,-0.0069,9.218,9.218,625.0,3.8
23198,Janssen,annulus,6.85,2173.925,0.1531,8.5,22.3,2743.0,2.1
23199,Thompson,tube,10.26,4082.0,-0.0045,1.9,1.9,152.0,4.8
23200,Beus,annulus,13.79,2310.25,0.0537,5.6,15.2,2134.0,2.1
23201,Janssen,annulus,9.65,2173.925,-0.0092,12.7,42.3,1778.0,2.9
23202,Thompson,tube,10.26,3315.69,0.0351,7.8,7.8,591.0,2.8
23203,Thompson,tube,13.79,4136.0,-0.0719,1.9,1.9,152.0,3.8
23204,Janssen,annulus,8.3,1519.0,0.0114,10.929,34.52,1778.0,3.1
23205,Thompson,tube,6.93,3323.0,0.1294,5.6,5.6,216.0,3.6
23206,Thompson,tube,6.79,4001.0,-0.0479,10.8,10.8,432.0,5.5
23207,Thompson,tube,10.26,4842.0,-0.0483,10.3,10.3,762.0,4.9
23208,Weatherhead,tube,13.79,2021.0,-0.0222,7.7,7.7,457.0,2.6
23209,Weatherhead,tube,13.79,1434.78,0.0073,11.1,11.1,457.0,2.6
23210,Janssen,annulus,7.0,1000.0,-0.0373,15.0,120.0,10.0,3.5
23211,Peskov,tube,12.0,1000.0,0.1031,10.0,10.0,565.0,1.6
23212,Thompson,tube,13.79,1370.0,,7.7,7.7,457.0,2.5
23213,Inasaka,tube,6.89,5628.57,-0.146,3.0,3.0,100.0,5.9
23214,Thompson,tube,13.79,4787.0,-0.0968,9.218,4.7,680.588,4.1
23215,Janssen,annulus,6.92,3079.0,0.0423,8.5,24.6,1778.0,2.1
23216,Thompson,tube,10.26,1301.0,0.1405,1.7,1.7,152.0,1.9
23217,Thompson,tube,10.34,6049.0,-0.0407,10.3,10.3,680.588,6.7
23218,Thompson,tube,10.26,1763.0,,10.8,10.8,432.0,3.4
23219,Thompson,tube,13.79,2373.0,0.0225,7.8,9.218,591.0,3.8
23220,Peskov,tube,12.0,4028.0,-0.0434,10.0,10.0,1650.0,3.6
23221,Thompson,tube,13.79,3648.0,-0.0591,4.7,4.7,318.0,3.2
23222,Thompson,tube,10.34,3315.69,,10.3,10.3,762.0,3.6
23223,Beus,annulus,12.597,2731.0,,5.6,15.2,2134.0,2.8
23224,Thompson,tube,6.89,3315.69,,37.5,37.5,680.588,1.9
23225,Janssen,annulus,6.89,5533.0,0.0108,12.7,38.1,914.0,3.6
23226,Thompson,tube,7.0,4069.0,,9.218,10.8,864.0,3.4
23227,Thompson,tube,10.26,3648.0,,3.0,9.218,150.0,3.3
23228,Weatherhead,tube,13.79,1434.78,-0.0858,7.7,7.7,457.0,1.8
23229,Weatherhead,tube,13.79,2021.0,,7.7,9.127,457.0,1.5
23230,Thompson,tube,13.79,5249.0,,4.7,4.7,318.0,14.7
23231,Peskov,tube,12.0,1000.0,-0.1392,10.0,10.0,565.0,3.2
23232,Kossolapov,plate,0.1,792.25,-0.0429,15.0,120.0,10.0,5.1
23233,Janssen,annulus,6.89,3052.0,0.0434,10.929,24.6,1778.0,3.2
23234,Thompson,tube,3.9,4069.0,0.0184,10.8,10.8,864.0,9.0
23235,Thompson,tube,3.86,3770.0,0.0511,5.6,9.218,432.0,4.2
23236,Thompson,tube,6.89,1492.0,-0.1354,3.6,3.6,76.0,3.4
23237,Thompson,tube,13.79,3146.0,,1.9,1.9,152.0,2.7
23238,Weatherhead,tube,13.79,1370.0,-0.0123,7.7,9.127,457.0,3.9
23239,Thompson,tube,10.26,1316.0,-0.1342,5.7,9.218,625.0,3.4
23240,Janssen,annulus,6.89,1519.0,0.1341,8.5,22.3,1829.0,2.1
23241,Thompson,tube,10.26,3960.0,,10.3,10.3,762.0,3.6
23242,Thompson,tube,6.93,4043.0,,10.8,10.8,1727.0,4.2
23243,Beus,annulus,13.79,2730.0,0.0424,5.6,15.2,2134.0,1.0
23244,Thompson,tube,18.27,2902.0,-0.0518,9.218,3.0,35.0,7.2
23245,Thompson,tube,6.83,1899.0,,10.8,10.8,432.0,3.7
23246,Thompson,tube,12.07,3933.0,-0.0202,9.218,1.9,152.0,4.3
23247,Thompson,tube,6.89,1343.0,-0.0008,37.5,37.5,1953.0,2.8
23248,Janssen,annulus,6.85,3052.0,0.0035,8.5,24.6,1740.109,3.0
23249,Thompson,tube,10.41,4069.0,0.1244,4.6,4.6,229.0,5.1
23250,Thompson,tube,6.89,5900.0,,10.3,10.3,794.0,5.3
23251,Janssen,annulus,9.69,5615.0,0.0329,6.4,15.9,1740.109,1.9
23252,Thompson,tube,6.86,4069.0,-0.0666,5.6,5.6,432.0,5.6
23253,Weatherhead,tube,13.79,1339.0,,9.127,7.7,457.0,1.6
23254,Thompson,tube,10.26,3933.0,0.0263,9.218,4.6,295.0,2.8
23255,Thompson,tube,3.45,7554.0,0.0051,9.218,10.3,762.0,4.0
23256,Williams,tube,15.17,4071.0,0.1575,9.5,9.5,1836.0,1.8
23257,Thompson,tube,6.89,3315.69,-0.1138,37.5,37.5,680.588,4.5
23258,Beus,annulus,11.03,1533.0,0.0627,5.6,15.2,2134.0,1.1
23259,Janssen,annulus,6.89,2807.0,-0.1403,6.4,15.9,914.0,4.9
23260,Thompson,tube,10.26,3315.69,-0.0638,4.7,4.7,680.588,3.9
23261,Thompson,tube,3.9,3315.69,,9.218,10.8,432.0,5.5
23262,Thompson,tube,17.24,3315.69,-0.1417,1.9,1.9,152.0,5.7
23263,Janssen,annulus,6.87,1533.0,,10.929,22.3,1829.0,2.2
23264,Thompson,tube,6.72,3811.0,,10.8,10.8,432.0,2.7
23265,Thompson,tube,13.79,6523.0,-0.2106,4.7,4.7,318.0,3.3
23266,Thompson,tube,15.51,3315.69,,1.9,1.9,696.0,2.0
23267,Thompson,tube,3.45,5588.0,0.1447,10.3,10.3,762.0,4.4
23268,Janssen,annulus,6.89,2173.925,0.0886,10.929,42.3,1778.0,2.3
23269,Weatherhead,tube,13.79,2590.0,,7.7,7.7,457.0,4.3
23270,Thompson,tube,13.79,1695.0,,4.7,4.7,318.0,3.0
23271,Thompson,tube,6.89,5696.0,-0.0373,9.218,10.3,680.588,5.0
23272,Janssen,annulus,6.87,2278.0,0.1538,10.929,22.3,2743.0,1.7
23273,Beus,annulus,15.51,3690.0,0.0027,5.6,15.2,2134.0,3.4
23274,Janssen,annulus,7.0,770.0,0.0161,22.2,96.3,1778.0,3.5
23275,Weatherhead,tube,13.79,1434.78,-0.1339,9.127,11.1,457.0,4.3
23276,Thompson,tube,6.89,2143.0,0.0192,12.8,12.8,680.588,3.7
23277,Thompson,tube,13.79,3038.0,0.0825,4.7,4.7,318.0,2.8
23278,Thompson,tube,10.34,3315.69,-0.073,10.3,10.3,680.588,8.5
23279,Thompson,tube,6.86,6400.0,,9.218,5.6,432.0,3.9
23280,Thompson,tube,15.51,2848.0,,1.9,1.9,696.0,2.3
23281,Thompson,tube,10.26,914.0,,23.6,23.6,680.588,4.2
23282,Thompson,tube,6.89,5045.0,,4.7,4.7,318.0,5.6
23283,Janssen,annulus,4.16,1505.0,0.0196,12.7,42.3,1778.0,4.6
23284,Weatherhead,tube,13.79,2034.0,0.0976,9.127,7.7,457.0,1.5
23285,Thompson,tube,3.86,4055.0,,10.8,10.8,432.0,3.6
23286,Thompson,tube,13.79,1356.0,,7.8,7.8,591.0,2.2
23287,Thompson,tube,10.34,3315.69,-0.1208,10.3,10.3,762.0,5.8
23288,Thompson,tube,18.27,4700.0,-0.1224,3.0,3.0,150.0,5.5
23289,Weatherhead,tube,13.79,1434.78,,11.1,9.127,457.0,5.1
23290,Janssen,annulus,4.13,1519.0,0.1517,12.7,42.3,1778.0,2.3
23291,Janssen,annulus,6.92,2173.925,0.1244,10.929,22.3,2743.0,2.2
23292,Thompson,tube,6.89,3797.0,-0.0229,10.3,10.3,762.0,5.9
23293,Thompson,tube,6.89,3825.0,0.0229,23.6,23.6,610.0,2.4
23294,Thompson,tube,13.79,694.0,,7.7,7.7,457.0,2.9
23295,Thompson,tube,6.86,4062.0,0.0831,10.8,10.8,864.0,2.5
23296,Janssen,annulus,7.0,2306.0,0.0335,8.5,24.6,1778.0,2.8
23297,Janssen,annulus,4.13,1519.0,0.1001,12.7,42.3,1778.0,2.7
23298,Thompson,tube,10.26,3315.69,-0.0669,1.9,1.9,696.0,3.6
23299,Janssen,annulus,6.89,2173.925,0.0063,12.7,38.1,914.0,3.7
23300,Thompson,tube,12.07,2563.0,,9.218,9.218,680.588,3.9
23301,Janssen,annulus,7.0,1519.0,0.1641,8.5,22.3,2743.0,2.9
23302,Thompson,tube,3.45,3784.0,-0.1208,10.3,10.3,762.0,10.9
23303,Thompson,tube,10.34,3315.69,0.0406,10.3,10.3,762.0,4.2
23304,Thompson,tube,6.89,3315.69,-0.0927,9.218,10.3,762.0,5.7
23305,Thompson,tube,11.03,2712.0,,11.5,11.5,1524.0,2.7
23306,Williams,tube,15.17,2401.0,,9.5,9.5,1836.0,2.3
23307,Thompson,tube,10.26,7940.0,-0.0504,10.3,10.3,762.0,3.2
23308,Thompson,tube,13.79,4204.0,0.0455,4.7,9.218,680.588,3.7
23309,Thompson,tube,15.51,3315.69,-0.0575,1.9,1.9,152.0,6.6
23310,Beus,annulus,5.52,1355.0,0.0135,5.6,15.2,2134.0,2.1
23311,Thompson,tube,6.79,1858.0,0.0005,10.8,10.8,216.0,4.7
23312,Thompson,tube,13.79,6144.0,-0.4505,4.7,4.7,318.0,3.2
23313,Peskov,tube,16.0,5361.0,-0.068,10.0,10.0,1300.0,3.7
23314,Thompson,tube,6.86,4042.0,0.1086,10.8,10.8,1727.0,3.4
23315,Thompson,tube,6.86,1858.0,0.0282,10.8,10.8,216.0,2.9
23316,Thompson,tube,13.79,6400.0,-0.0431,9.218,4.7,318.0,2.5
23317,Thompson,tube,18.27,3315.69,-0.0593,1.9,1.9,152.0,3.9
23318,Thompson,tube,15.51,3315.69,-0.1023,1.9,1.9,152.0,5.2
23319,Thompson,tube,13.79,1397.0,0.0674,4.7,4.7,318.0,2.9
23320,Thompson,tube,13.79,686.0,0.0334,11.1,11.1,680.588,2.6
23321,Peskov,tube,18.0,750.0,,10.0,10.0,1650.0,1.6
23322,Beus,annulus,13.79,1345.0,0.0476,5.6,15.2,2134.0,3.1
23323,Thompson,tube,13.79,2550.0,0.064,7.7,7.7,680.588,2.5
23324,Thompson,tube,18.96,2726.0,,1.9,9.218,696.0,1.8
23325,Thompson,tube,6.89,3315.69,0.0063,23.6,23.6,610.0,4.7
23326,Thompson,tube,6.89,5588.0,0.0109,12.8,12.8,1930.0,3.4
23327,Thompson,tube,6.89,6049.0,,10.3,10.3,762.0,4.5
23328,Peskov,tube,12.0,1682.0,,10.0,10.0,890.0,3.2
23329,Thompson,tube,4.13,3391.0,0.0782,11.5,11.5,914.0,3.5
23330,Thompson,tube,7.03,3838.0,,10.8,10.8,864.0,3.2
23331,Thompson,tube,13.79,3038.0,-0.1331,1.9,9.218,152.0,9.3
23332,Peskov,tube,12.0,2642.705,,10.0,10.0,565.0,3.2
23333,Mortimore,annulus,13.79,1971.947,-0.0434,5.0,13.3,2134.0,2.0
23334,Thompson,tube,10.34,4882.0,,10.3,10.3,680.588,4.4
23335,Thompson,tube,6.89,6998.0,-0.0274,10.3,10.3,794.0,6.7
23336,Thompson,tube,10.26,2550.0,0.0334,7.7,7.7,457.0,2.3
23337,Weatherhead,tube,13.79,2034.0,,9.127,7.7,457.0,3.7
23338,Beus,annulus,15.51,3682.0,,5.6,15.2,2134.0,2.1
23339,Thompson,tube,13.79,1316.0,-0.1044,1.9,1.9,625.0,3.9
23340,Mortimore,annulus,8.27,2698.0,0.0446,5.0,13.3,2134.0,4.3
23341,Thompson,tube,6.89,6157.0,-0.1332,9.218,3.6,76.0,6.6
23342,Mortimore,annulus,11.03,2698.0,0.0997,5.0,13.3,2134.0,2.1
23343,Williams,tube,13.14,2740.0,0.149,9.5,9.5,1836.0,2.2
23344,Thompson,tube,18.96,1858.0,-0.0137,1.9,1.9,152.0,1.7
23345,Williams,tube,13.79,2741.0,,9.5,9.5,1836.0,1.7
23346,Beus,annulus,13.79,1339.0,0.0707,5.6,15.2,2134.0,3.5
23347,Thompson,tube,6.86,4062.0,0.0477,10.8,10.8,1727.0,4.2
23348,Williams,tube,15.17,2837.31,,9.5,9.5,1836.0,6.6
23349,Thompson,tube,10.26,6998.0,-0.0417,9.218,10.3,794.0,7.0
23350,Peskov,tube,16.0,2439.0,-0.0465,10.0,10.0,660.0,4.0
23351,Thompson,tube,10.26,2034.0,,9.218,10.8,216.0,5.2
23352,Weatherhead,tube,13.79,1339.0,0.0876,7.7,7.7,457.0,1.1
23353,Thompson,tube,13.79,1302.0,-0.1208,4.7,4.7,318.0,4.5
23354,Thompson,tube,10.34,4299.0,,10.3,9.218,762.0,7.9
23355,Thompson,tube,10.26,4842.0,-0.1258,9.218,10.3,762.0,4.9
23356,Thompson,tube,18.27,3315.69,-0.1317,1.9,1.9,680.588,3.8
23357,Thompson,tube,10.26,3770.0,0.0143,9.218,9.218,864.0,4.0
23358,Peskov,tube,18.0,2875.0,0.1432,10.0,10.0,520.0,2.6
23359,Thompson,tube,10.26,5452.0,0.0351,7.8,7.8,591.0,2.6
23360,Thompson,tube,10.26,3377.0,-0.1556,1.9,1.9,152.0,5.3
23361,Thompson,tube,13.79,1336.0,0.0852,9.218,7.7,457.0,2.6
23362,Peskov,tube,14.0,2439.0,0.0334,10.0,10.0,1650.0,2.9
23363,Thompson,tube,10.26,2740.0,,9.218,10.3,762.0,2.9
23364,Thompson,tube,17.24,2848.0,-0.1218,1.9,1.9,152.0,5.2
23365,Williams,tube,11.03,2837.31,,9.5,9.5,1836.0,3.8
23366,Weatherhead,tube,13.79,1434.78,,11.1,11.1,457.0,3.3
23367,Janssen,annulus,9.69,5615.0,-0.0262,12.7,38.1,914.0,4.0
23368,Thompson,tube,10.26,4069.0,0.0436,11.5,9.218,680.588,2.8
23369,Thompson,tube,3.45,3315.69,,9.218,5.6,432.0,5.3
23370,Thompson,tube,10.26,4096.0,-0.0411,10.8,10.8,864.0,4.7
23371,Thompson,tube,13.79,3452.0,0.0863,9.218,4.7,318.0,2.9
23372,Thompson,tube,3.45,3743.0,0.0863,10.3,10.3,864.0,2.0
23373,Thompson,tube,3.45,4964.0,,3.6,9.218,76.0,14.7
23374,Thompson,tube,6.72,2021.0,0.1272,10.8,10.8,680.588,3.6
23375,Thompson,tube,10.26,1383.0,,10.8,10.8,864.0,2.3
23376,Thompson,tube,13.79,3315.69,-0.1355,4.7,9.218,318.0,5.9
23377,Kossolapov,plate,0.1,792.25,-0.0158,15.0,120.0,10.0,5.0
23378,Thompson,tube,6.89,6998.0,-0.0434,10.3,10.3,794.0,4.2
23379,Beus,annulus,11.03,2726.0,0.0098,5.6,15.2,2134.0,2.8
23380,Beus,annulus,13.79,2710.0,0.0409,5.6,15.2,2134.0,4.1
23381,Weatherhead,tube,13.79,1345.0,,11.1,11.1,457.0,2.3
23382,Thompson,tube,13.79,4774.0,,4.7,4.7,318.0,5.6
23383,Thompson,tube,13.79,3906.0,0.0003,4.7,4.7,680.588,4.4
23384,Thompson,tube,6.89,7405.0,-0.0252,23.6,9.218,1972.0,8.9
23385,Thompson,tube,6.89,3730.0,0.0243,9.218,23.6,610.0,2.7
23386,Thompson,tube,13.79,4069.0,0.0379,4.6,4.6,295.0,3.0
23387,Janssen,annulus,9.71,5547.0,-0.0404,12.7,34.52,1740.109,4.6
23388,Thompson,tube,6.89,7405.0,0.0229,23.6,23.6,610.0,5.3
23389,Weatherhead,tube,13.79,1336.0,,7.7,7.7,457.0,2.1
23390,Inasaka,tube,18.27,2740.0,-0.0466,3.0,3.0,152.0,1.9
23391,Thompson,tube,0.51,1000.0,,9.218,120.0,10.0,7.2
23392,Thompson,tube,6.89,3974.0,-0.0591,10.3,10.3,794.0,6.7
23393,Thompson,tube,11.03,4069.0,-0.0488,9.3,9.3,762.0,6.0
23394,Janssen,annulus,6.89,830.0,0.0032,12.7,38.1,737.0,3.8
23395,Thompson,tube,10.26,2061.0,0.0833,7.8,7.8,591.0,2.3
23396,Thompson,tube,6.89,7554.0,-0.0254,10.3,10.3,680.588,5.2
23397,Thompson,tube,10.26,7391.0,,10.3,9.218,762.0,6.0
23398,Thompson,tube,12.07,4042.0,-0.0296,1.9,9.218,696.0,2.8
23399,Thompson,tube,13.79,3315.69,-0.0054,4.7,4.7,318.0,5.4
23400,Janssen,annulus,6.89,1519.0,,8.5,24.6,1778.0,2.4
23401,Beus,annulus,13.79,2310.25,-0.0185,5.6,15.2,2134.0,2.3
23402,Thompson,tube,6.89,3315.69,,12.8,12.8,610.0,4.5
23403,Thompson,tube,13.79,751.0,0.1036,7.8,7.8,680.588,1.0
23404,Peskov,tube,16.0,3861.0,-0.0465,10.0,10.0,660.0,3.5
23405,Thompson,tube,10.34,3960.0,-0.0515,10.3,10.3,762.0,4.4
23406,Thompson,tube,6.89,4882.0,-0.0622,10.3,9.218,762.0,4.8
23407,Thompson,tube,13.79,926.0,,7.7,7.7,680.588,3.4
23408,Thompson,tube,13.79,3458.0,,4.7,9.218,318.0,4.8
23409,Thompson,tube,13.79,1313.0,,5.7,5.7,680.588,4.1
23410,Beus,annulus,15.51,2310.25,,5.6,15.2,2134.0,3.3
23411,Weatherhead,tube,13.79,1339.0,0.134,7.7,7.7,457.0,2.3
23412,Peskov,tube,14.0,1000.0,,10.0,10.0,1009.29,2.5
23413,Janssen,annulus,9.61,5561.0,0.0825,12.7,34.52,914.0,2.4
23414,Richenderfer,plate,0.51,2000.0,0.0705,15.0,120.0,10.0,5.6
23415,Janssen,annulus,6.89,2173.925,0.1601,8.5,22.3,3048.0,3.8
23416,Thompson,tube,10.34,5967.0,,10.3,10.3,762.0,7.7
23417,Thompson,tube,10.26,3391.0,-0.0541,4.7,4.7,318.0,3.0
23418,Thompson,tube,6.93,4069.0,0.0128,10.8,10.8,680.588,2.0
23419,Thompson,tube,6.86,4069.0,,10.8,10.8,432.0,6.8
23420,Thompson,tube,6.89,1316.0,0.0415,3.6,3.6,76.0,5.6
23421,Thompson,tube,6.89,783.0,0.0001,9.218,4.7,318.0,5.8
23422,Peskov,tube,20.0,2642.705,-0.1488,10.0,10.0,1650.0,4.3
23423,Thompson,tube,13.79,6510.0,-0.3313,4.7,4.7,318.0,4.5
23424,Thompson,tube,13.79,3315.69,0.0101,7.8,7.8,680.588,2.1
23425,Richenderfer,plate,0.1,1500.0,-0.0252,15.0,120.0,10.0,3.0
23426,Thompson,tube,10.26,1383.0,,9.218,4.6,295.0,2.4
23427,Thompson,tube,6.89,957.0,0.0065,9.218,23.5,610.0,3.6
23428,Thompson,tube,13.79,4299.0,,4.7,4.7,318.0,2.0
23429,Thompson,tube,3.45,3315.69,0.1214,10.8,10.8,680.588,2.0
23430,Weatherhead,tube,13.79,1339.0,0.0484,7.7,7.7,457.0,1.3
23431,Thompson,tube,6.89,3852.0,-0.0134,23.6,23.6,680.588,4.9
23432,Thompson,tube,13.79,3315.69,,5.7,5.7,625.0,1.9
23433,Thompson,tube,11.03,3391.0,0.0648,11.5,11.5,1143.0,11.3
23434,Thompson,tube,13.79,1302.0,,4.7,9.218,318.0,3.6
23435,Janssen,annulus,6.89,5615.0,-0.0296,6.4,15.9,914.0,2.4
23436,Williams,tube,15.17,2680.0,,9.5,9.5,1836.0,6.6
23437,Thompson,tube,13.79,1233.0,,7.8,7.8,680.588,2.5
23438,Thompson,tube,13.79,2748.0,0.0648,4.7,4.7,305.0,1.9
23439,Peskov,tube,18.0,3056.0,-0.0472,10.0,10.0,1650.0,2.7
23440,Thompson,tube,11.03,4069.0,0.0102,9.3,9.3,680.588,4.7
23441,Thompson,tube,2.14,3315.69,-0.0135,1.1,1.1,114.0,7.3
23442,Thompson,tube,6.89,3315.69,-0.0651,10.3,10.3,762.0,6.6
23443,Weatherhead,tube,13.79,1200.0,-0.0801,11.1,11.1,457.0,3.7
23444,Janssen,annulus,6.89,5615.0,,6.4,34.52,914.0,0.9
23445,Thompson,tube,10.34,5696.0,,9.218,9.218,762.0,4.4
23446,Thompson,tube,3.45,5262.0,,5.7,5.7,625.0,5.9
23447,Thompson,tube,6.89,1519.0,0.0335,8.5,22.3,2743.0,2.6
23448,Thompson,tube,13.79,1298.0,0.0748,7.8,7.8,680.588,2.3
23449,Thompson,tube,6.89,3315.69,-0.0569,10.3,10.3,794.0,4.3
23450,Thompson,tube,6.72,4001.0,-0.0416,10.8,10.8,432.0,5.8
23451,Janssen,annulus,6.92,385.0,0.0907,22.2,96.3,1778.0,3.6
23452,Thompson,tube,12.07,2265.0,-0.0296,1.9,9.218,696.0,4.0
23453,Weatherhead,tube,13.79,1370.0,-0.0111,11.1,11.1,457.0,2.5
23454,Thompson,tube,10.34,3906.0,,10.3,10.3,680.588,4.4
23455,Thompson,tube,8.93,4069.0,0.0598,11.5,11.5,1524.0,2.4
23456,Janssen,annulus,6.89,1533.0,0.0175,10.929,22.3,1829.0,2.0
23457,Thompson,tube,3.86,4136.0,0.0143,10.8,10.8,680.588,5.4
23458,Williams,tube,13.79,2773.0,,9.5,9.5,1836.0,2.3
23459,Thompson,tube,10.26,2875.0,0.0015,1.9,1.9,152.0,6.4
